"#","kpi_layer","role","data_role","antifragility_property","theme","source_deliverable","section","original_term","standardised_variable_name","definition","unit","spatial_scale","temporal_scale","static_or_dynamic","time_series_possible","update_frequency","data_type","expected_data_source","availability","availability_notes","proxy_possible","proxy_variable","collection_method","priority","remarks"
"132","Layer 3","KPI","output","Cross-System Integration","digital","D2.6","§DEL-R33","""Graph Database — using graph databases to model the urban mobility network, representing nodes and edges with their attributes to support efficient pathfinding, disruption impact analysis, and real-time topology updates""","graph_db_topology_update_latency","Latency (seconds or milliseconds) of graph database topology updates following a real-time network change (link closure, new disruption); indicator of system responsiveness to network state changes","milliseconds or seconds","city","real-time","dynamic","yes","continuous","numeric","SUMA system logs; graph DB monitoring","not yet collected","DEL-R33 (high consensus, IQR=1.0, mean=6.11)","no","—","SUMA performance monitoring; graph DB update timestamp log","medium","new dimension: SUMA infrastructure performance KPI"
"133","Layer 3","KPI","output","Institutional Learning","governance","D2.6","§DEL-R4","""Cross-City Knowledge Transfer — sharing and comparing resilience strategies between cities for peer learning, benchmarking, and dissemination of validated best practices""","cross_city_benchmarking_score","Standardised comparative score enabling quantitative benchmarking of antifragility or resilience performance between AntifragiCity pilot cities (Bratislava, Larissa, Odesa, Thessaloniki/AHEPA)","dimensionless","city","annual","dynamic","yes","annual","numeric","SUMA across all pilot cities","not yet collected","DEL-R4 (high consensus, IQR=0.0, mean=5.89)","no","—","Cross-city comparison protocol using shared core KPI set","medium","New dimension: inter-city learning and benchmarking; aligns with decomposition framework governance learning property"
"134","Layer 1","KPI","input","Equity Maintenance","governance","D2.6","§DEL-R5","""Urban Planning for Resilient Densification — strategic urban planning interventions to create resilient, accessible urban forms through densification of high-demand areas, development of peripheral sub-centres, and integration of mobility and land-use policy aligned with 15-minute city principles""","fifteen_min_city_accessibility_score","Percentage of residents able to reach daily needs (work, healthcare, education, shopping) within 15 minutes by active or public transport; 15-minute city compliance indicator","% residents","neighbourhood","annual","quasi-static","yes","annual","numeric","GTFS; GIS land use data; population census","partial","DEL-R5 (high consensus, IQR=0.0, mean=5.89)","yes","transport_accessibility","GIS accessibility analysis; GTFS + walking isochrone","medium","New dimension: 15-minute city planning principle; extends accessibility variables"
"135","Layer 1","KPI","input","Equity Maintenance","social","D2.6","§DEL-R37","""Equitable Access and Inclusive Mobility — ensuring fair access for all population groups including underserved communities, meeting accessibility standards, and preventing disproportionate disadvantage during disruptions""","equitable_access_disruption_penalty","Incremental reduction in accessibility for underserved groups (elderly, low-income, mobility-impaired) relative to average population during a disruption event; equity-weighted accessibility loss","percentage points additional loss vs. average","neighbourhood","irregular","dynamic","yes","event-based","numeric","GTFS; census; accessibility model","not yet collected","DEL-R37 (high consensus, IQR=1.0, mean=5.89)","yes","equity_index_Q","Equity-disaggregated accessibility model; post-event GIS analysis","high","Extends equity_index_Q (row 62) with disruption-specific, group-disaggregated dimension"
"136","Layer 1","KPI","input","Adaptive Capacity","supply","D2.6","§DEL-R42","""Flexible Route and Fleet Planning — dynamic adjustment of vehicle routes and fleet deployments in response to real-time conditions, enabling rapid redeployment without requiring pre-scheduled service changes""","fleet_redeployment_response_time","Time elapsed from event detection to activation of revised vehicle routes or fleet redeployments; measures operational agility of the transport system","minutes","city","real-time","dynamic","yes","event-based","numeric","Operator dispatch records; SUMA routing logs","not yet collected","DEL-R42 (high consensus, IQR=1.0, mean=6.56)","yes","suma_response_deployment_time","Operator dispatch timestamp; SUMA intervention log","high","New operational dimension: fleet and routing agility under disruption"
"137","Layer 1","KPI","input","Institutional Learning","governance","D2.6","§DEL-R43","""Evaluating Transport Measure Impacts — ex-ante and ex-post assessment of transport policies and projects on resilience KPIs, with results feeding into policy feedback loops""","policy_resilience_impact_score","Quantified change in resilience/antifragility KPIs attributable to a specific transport policy or intervention; measured ex-ante (predicted) and ex-post (observed)","dimensionless (KPI change)","city","irregular","dynamic","yes","per policy cycle","numeric","SUMA scenario outputs; operator KPI monitoring","not yet collected","DEL-R43 (high consensus, IQR=1.0, mean=6.33)","no","—","Before-after comparison using SUMA scenario analysis","high","New dimension: policy evaluation loop; aligns with governance learning property"
"138","Layer 3","KPI","output","Adaptive Capacity","digital","D2.6","§DEL-R19","""Behavioural Nudging for Sustainability — using user preferences and past disruption responses to nudge travellers toward more sustainable choices such as public transport, cycling, off-peak travel, and carpooling""","nudging_modal_shift_effectiveness","Proportion of travellers who shift to a more sustainable mode (PT, cycling, off-peak, carpooling) following a nudge intervention, relative to a counterfactual baseline","% users shifting","city","irregular","dynamic","yes","per intervention","numeric","App usage data; AFC ridership; household panel survey","not yet collected","DEL-R19 (high consensus, IQR=0.0, mean=5.78)","yes","coping_strategy_mode_change","A/B testing framework; AFC mode tracking","medium","New dimension: nudge-based demand management; extends behavioural compliance variables"
"139","Layer 1","KPI","input","General/Context","supply","D2.6","§DEL-R44","""Maximise Individual Mobility — optimising mode allocation to move the most people to their destinations as rapidly as possible, dynamically assigning transport modes based on real-time demand patterns rather than optimising for vehicle throughput alone""","person_trips_served_per_hour","Total number of individual person-trips successfully completed per hour across all modes under disruption conditions; person-oriented rather than vehicle-oriented throughput measure","person-trips · h⁻¹","city","hourly","dynamic","yes","hourly","numeric","AFC smart-card; GPS probes; GTFS real-time","not yet collected","DEL-R44; distinct from D2.3 M(t) which is per capita","yes","mobility_throughput_M","AFC + GTFS real-time + GPS aggregation","high","Complements D2.3 M(t) with absolute (not per-capita) volume dimension"
"140","Layer 1","KPI","input","Structural Redundancy","supply","D2.7","§A.1 Table 9.3","""Betweenness Centrality — Describes to what extent a particular node lies between other nodes in the network. A node with high betweenness centrality is on the shortest paths connecting many nodes, indicating its criticality.""","betweenness_centrality","Graph-theoretic measure of node criticality: proportion of all-pairs shortest paths passing through a given node; high value indicates bottleneck or critical junction","dimensionless [0,1] normalised","node","annual","quasi-static","yes","annual","numeric","OpenStreetMap; GIS network layer","available","D2.7 catalogue KPI A.1.1; commonly selected by 20% of survey respondents","yes","degree_centrality","GIS network analysis; graph algorithm","medium","D2.7 Group A: Network/System performance, Subgroup Centrality"
"141","Layer 1","KPI","input","Structural Redundancy","supply","D2.7","§A.1 Table 9.3","""Closeness Centrality — The inverse of the average shortest path distance from the node to any other node in the network.""","closeness_centrality","Inverse of the mean shortest path distance from a node to all other nodes; high value = more central and accessible node","dimensionless [0,1] normalised","node","annual","quasi-static","yes","annual","numeric","OpenStreetMap; GIS network layer","available","D2.7 catalogue KPI A.1.2","yes","betweenness_centrality","GIS network analysis; graph algorithm","low","D2.7 Group A, Subgroup Centrality"
"142","Layer 1","KPI","input","Structural Redundancy","supply","D2.7","§A.1 Table 9.3","""Degree Centrality — A first centrality measure, defined as the number of links incident upon a node.""","degree_centrality","Count of links directly connected to a node; measure of local connectivity and potential redundancy at node level","count (or normalised)","node","annual","quasi-static","yes","annual","numeric","OpenStreetMap; GIS network layer","available","D2.7 catalogue KPI A.1.3","no","—","GIS network analysis","low","D2.7 Group A, Subgroup Centrality"
